,Dispatching_base_num,numOutput,year,month,day,Borough,Zone,ZipCode,Date,TemperatureF,Preci,Events
916,B02765,1676,2015,1,11,Manhattan,Clinton East,10019,2015/1/11,28,0,
917,B02765,1760,2015,1,12,Manhattan,Midtown Center,10176,2015/1/12,37,0.36,Rain
918,B02765,1742,2015,1,13,Manhattan,Upper East Side North,10075,2015/1/13,27,0,
919,B02765,1622,2015,1,14,Queens,JFK Airport,11430,2015/1/14,24,0,
920,B02765,1821,2015,1,15,Queens,Laurelton,11413,2015/1/15,30,0,
921,B02765,2146,2015,1,16,Manhattan,Hudson Sq,10013,2015/1/16,32,0,
922,B02765,2190,2015,1,17,Manhattan,Central Harlem,10035,2015/1/17,25,0,
923,B02765,2334,2015,1,18,Manhattan,Upper East Side North,10075,2015/1/18,37,2.1,Fog-Rain
924,B02765,1587,2015,1,19,Brooklyn,Manhattan Beach,11235,2015/1/19,39,0,
925,B02765,1653,2015,1,20,Manhattan,West Village,10014,2015/1/20,36,0,
926,B02765,1820,2015,1,21,Manhattan,Greenwich Village North,10014,2015/1/21,31,0,
927,B02765,2057,2015,1,22,Manhattan,Midtown South,10036,2015/1/22,36,0,
928,B02765,2197,2015,1,23,Manhattan,Lenox Hill East,10065,2015/1/23,34,0,
929,B02765,2426,2015,1,24,Manhattan,Upper West Side South,10024,2015/1/24,36,0.72,Fog-Rain-Snow
930,B02765,1769,2015,1,25,Manhattan,Meatpacking/West Village West,10013,2015/1/25,37,0,
931,B02765,1381,2015,1,26,Queens,Murray Hill-Queens,11358,2015/1/26,27,0.48,Fog-Snow
932,B02765,938,2015,1,27,Manhattan,TriBeCa/Civic Center,11201,2015/1/27,25,0.36,Fog-Snow
933,B02765,1924,2015,1,28,Manhattan,Hudson Sq,10013,2015/1/28,25,0,
934,B02765,2098,2015,1,29,Manhattan,Midtown North,10036,2015/1/29,28,0.02,Snow
935,B02765,2779,2015,1,30,Manhattan,Meatpacking/West Village West,10013,2015/1/30,29,0.06,Snow
936,B02765,3318,2015,1,31,Manhattan,Penn Station/Madison Sq West,10001,2015/1/31,20,0,
937,B02765,2646,2015,2,1,Manhattan,Garment District,10018,2015/2/1,28,0.03,Snow
938,B02765,2619,2015,2,2,Queens,Richmond Hill,11418,2015/2/2,24,1.02,Fog-Rain-Snow
939,B02765,2394,2015,2,3,Manhattan,Union Sq,10003,2015/2/3,20,0,
940,B02765,2304,2015,2,4,Manhattan,Lenox Hill East,10065,2015/2/4,34,0,
941,B02765,3014,2015,2,5,Manhattan,Garment District,10018,2015/2/5,28,0,
942,B02765,3567,2015,2,6,Manhattan,Penn Station/Madison Sq West,10001,2015/2/6,20,0,
943,B02765,3453,2015,2,7,Manhattan,Lenox Hill East,10065,2015/2/7,33,0.02,Snow
944,B02765,2619,2015,2,8,Brooklyn,Williamsburg (South Side),11211,2015/2/8,33,0,
945,B02765,2870,2015,2,9,Manhattan,Lower East Side,10002,2015/2/9,27,0.09,
946,B02765,3475,2015,2,10,Queens,Astoria,11102,2015/2/10,33,0.01,Snow
947,B02765,3798,2015,2,11,Queens,Rego Park,11374,2015/2/11,28,0,
948,B02765,4643,2015,2,12,Manhattan,Midtown East,10022,2015/2/12,28,T,Snow
949,B02765,5924,2015,2,13,Manhattan,Greenwich Village South,10014,2015/2/13,15,0,
950,B02765,6375,2015,2,14,Manhattan,Hudson Sq,10013,2015/2/14,24,0.02,Snow
951,B02765,5469,2015,2,15,Manhattan,Kips Bay,10016,2015/2/15,15,T,Snow
952,B02765,4947,2015,2,16,Manhattan,UN/Turtle Bay South,10017,2015/2/16,12,0,
953,B02765,4907,2015,2,17,Queens,Long Island City/Hunters Point,11101,2015/2/17,21,0.14,Snow
954,B02765,5097,2015,2,18,Manhattan,Upper East Side South,10075,2015/2/18,26,T,Snow
955,B02765,6480,2015,2,19,Manhattan,Midtown North,10036,2015/2/19,18,0,
956,B02765,7873,2015,2,20,Manhattan,Greenwich Village North,10014,2015/2/20,11,0,
957,B02765,7745,2015,2,21,Queens,Astoria,11102,2015/2/21,23,0.61,Fog-Rain-Snow
958,B02765,5059,2015,2,22,Brooklyn,Boerum Hill,11217,2015/2/22,38,0.1,Rain-Snow
959,B02765,5873,2015,2,23,Queens,JFK Airport,11430,2015/2/23,23,0,
960,B02765,6415,2015,2,24,Manhattan,Midtown Center,10176,2015/2/24,14,0,
961,B02765,6247,2015,2,25,Manhattan,Flatiron,10010,2015/2/25,29,0,
962,B02765,6820,2015,2,26,Manhattan,Battery Park City,10080,2015/2/26,27,0,
963,B02765,7631,2015,2,27,Manhattan,Midtown Center,10176,2015/2/27,24,0,
964,B02765,7851,2015,2,28,Manhattan,TriBeCa/Civic Center,11201,2015/2/28,21,0,
965,B02765,6367,2015,3,1,Brooklyn,Crown Heights North,11213,2015/3/1,28,0.52,Fog-Snow
966,B02765,5262,2015,3,2,Brooklyn,Midwood,11230,2015/3/2,33,0,
967,B02765,7055,2015,3,3,Manhattan,East Chelsea,10011,2015/3/3,30,0.67,Rain-Snow
968,B02765,6555,2015,3,4,Manhattan,Flatiron,10010,2015/3/4,40,0.25,Rain
969,B02765,6801,2015,3,5,Manhattan,East Chelsea,10011,2015/3/5,30,0.76,Fog-Rain-Snow
970,B02765,7529,2015,3,6,Manhattan,East Village,10009,2015/3/6,20,0,
971,B02765,7701,2015,3,7,Manhattan,Financial District South,10005,2015/3/7,28,0,
972,B02765,5621,2015,3,8,Queens,Forest Hills,11375,2015/3/8,43,0,
973,B02765,5129,2015,3,9,Queens,JFK Airport,11430,2015/3/9,47,0.01,Rain
974,B02765,6979,2015,3,10,Brooklyn,Williamsburg (South Side),11211,2015/3/10,46,0.46,Rain
975,B02765,6148,2015,3,11,Manhattan,Greenwich Village South,10014,2015/3/11,52,0.01,Rain
976,B02765,6839,2015,3,12,Brooklyn,Bushwick North,11221,2015/3/12,42,0,
977,B02765,7952,2015,3,13,Manhattan,West Village,10014,2015/3/13,37,0,
978,B02765,9356,2015,3,14,Manhattan,Murray Hill,10016,2015/3/14,46,0.81,Rain
979,B02765,6285,2015,3,15,Brooklyn,Park Slope,11215,2015/3/15,40,0,
980,B02765,5539,2015,3,16,Manhattan,East Village,10009,2015/3/16,44,0,
981,B02765,6082,2015,3,17,Manhattan,Lenox Hill West,10065,2015/3/17,46,0.02,Rain
982,B02765,6633,2015,3,18,Manhattan,Kips Bay,10016,2015/3/18,34,0,
983,B02765,7240,2015,3,19,Manhattan,Lower East Side,10002,2015/3/19,36,0,
984,B02765,9558,2015,3,20,Manhattan,East Chelsea,10011,2015/3/20,34,0.4,Fog-Snow
985,B02765,8408,2015,3,21,Manhattan,Little Italy/NoLiTa,10012,2015/3/21,38,T,
986,B02765,6924,2015,3,22,Queens,JFK Airport,11430,2015/3/22,36,0,
987,B02765,6049,2015,3,23,Brooklyn,East Williamsburg,11211,2015/3/23,31,0,
988,B02765,6197,2015,3,24,Brooklyn,East Williamsburg,11211,2015/3/24,36,0,
989,B02765,7262,2015,3,25,Manhattan,Midtown South,10036,2015/3/25,42,0.05,Rain
990,B02765,7698,2015,3,26,Brooklyn,Bensonhurst West,11214,2015/3/26,52,0.32,Rain
991,B02765,8540,2015,3,27,Manhattan,Greenwich Village North,10014,2015/3/27,43,0.27,Rain
992,B02765,9598,2015,3,28,Queens,Ridgewood,11385,2015/3/28,33,T,Snow
993,B02765,7696,2015,3,29,Manhattan,Penn Station/Madison Sq West,10001,2015/3/29,36,0,
994,B02765,6369,2015,3,30,Manhattan,Financial District North,10005,2015/3/30,45,T,Snow
995,B02765,7699,2015,3,31,Queens,LaGuardia Airport,11371,2015/3/31,41,0.17,Rain
996,B02765,6983,2015,4,1,Queens,Long Island City/Hunters Point,11101,2015/4/1,42,0,
997,B02765,7602,2015,4,2,Manhattan,Greenwich Village South,10014,2015/4/2,54,0,
998,B02765,8012,2015,4,3,Manhattan,East Harlem North,10029,2015/4/3,62,0.04,Rain
999,B02765,7368,2015,4,4,Queens,Elmhurst,11373,2015/4/4,51,0.01,Rain
1000,B02765,6333,2015,4,5,Brooklyn,East Williamsburg,11211,2015/4/5,52,0,
1001,B02765,5840,2015,4,6,Manhattan,Lincoln Square West,10023,2015/4/6,53,0,
1002,B02765,7093,2015,4,7,Manhattan,Alphabet City,10009,2015/4/7,52,0.15,Rain
1003,B02765,7676,2015,4,8,Manhattan,Clinton East,10019,2015/4/8,41,0,
1004,B02765,7831,2015,4,9,Manhattan,East Chelsea,10011,2015/4/9,40,0,
1005,B02765,8628,2015,4,10,Manhattan,Midtown East,10022,2015/4/10,48,0.17,Rain
1006,B02765,8780,2015,4,11,Manhattan,West Village,10014,2015/4/11,51,0,
1007,B02765,6817,2015,4,12,Brooklyn,Borough Park,11219,2015/4/12,55,0,
1008,B02765,5978,2015,4,13,Manhattan,Midtown East,10022,2015/4/13,59,0,
1009,B02765,6423,2015,4,14,Manhattan,Midtown South,10036,2015/4/14,60,0.01,
1010,B02765,6571,2015,4,15,Brooklyn,DUMBO/Vinegar Hill,11201,2015/4/15,62,0,
1011,B02765,8007,2015,4,16,Manhattan,Midtown South,10036,2015/4/16,58,0,
1012,B02765,8710,2015,4,17,Manhattan,TriBeCa/Civic Center,11201,2015/4/17,63,0.08,Rain
1013,B02765,9324,2015,4,18,Manhattan,Union Sq,10003,2015/4/18,70,0,
1014,B02765,7643,2015,4,19,Manhattan,Upper West Side South,10024,2015/4/19,56,0,
1015,B02765,7613,2015,4,20,Brooklyn,Brooklyn Heights,11201,2015/4/20,52,1.37,Fog-Rain
1016,B02765,6728,2015,4,21,Brooklyn,Brooklyn Heights,11201,2015/4/21,59,0.2,Rain
1017,B02765,8315,2015,4,22,Queens,Steinway,11105,2015/4/22,59,0.05,Rain
1018,B02765,9056,2015,4,23,Manhattan,Midtown Center,10176,2015/4/23,47,0,
1019,B02765,10036,2015,4,24,Manhattan,East Village,10009,2015/4/24,46,0,
1020,B02765,10649,2015,4,25,Manhattan,Midtown East,10022,2015/4/25,50,0,
1021,B02765,8894,2015,4,26,Brooklyn,Williamsburg (North Side),11249,2015/4/26,55,0,
1022,B02765,6442,2015,4,27,Manhattan,Midtown East,10022,2015/4/27,56,0,
1023,B02765,6989,2015,4,28,Manhattan,Lenox Hill West,10065,2015/4/28,61,0,
1024,B02765,7526,2015,4,29,Manhattan,TriBeCa/Civic Center,11201,2015/4/29,64,0,
1025,B02765,8295,2015,4,30,Manhattan,Times Sq/Theatre District,10036,2015/4/30,58,0,
1026,B02765,9231,2015,5,1,Manhattan,TriBeCa/Civic Center,11201,2015/5/1,56,0,
1027,B02765,10620,2015,5,2,Manhattan,East Village,10009,2015/5/2,61,0,
1028,B02765,7781,2015,5,3,Queens,Baisley Park,11434,2015/5/3,66,0,
1029,B02765,6364,2015,5,4,Manhattan,Sutton Place/Turtle Bay North,10022,2015/5/4,71,0,
1030,B02765,7549,2015,5,5,Manhattan,Union Sq,10003,2015/5/5,76,0,
1031,B02765,7612,2015,5,6,Manhattan,West Chelsea/Hudson Yards,10014,2015/5/6,66,T,
1032,B02765,8139,2015,5,7,Brooklyn,Stuyvesant Heights,11221,2015/5/7,68,0,
1033,B02765,9078,2015,5,8,Manhattan,Little Italy/NoLiTa,10012,2015/5/8,69,0,
1034,B02765,9842,2015,5,9,Manhattan,Greenwich Village North,10014,2015/5/9,64,0,
1035,B02765,7836,2015,5,10,Manhattan,Central Harlem,10035,2015/5/10,72,0,
1036,B02765,6801,2015,5,11,Manhattan,Greenwich Village North,10014,2015/5/11,77,T,Rain
1037,B02765,7431,2015,5,12,Manhattan,Central Park,10019,2015/5/12,75,0,
1038,B02765,8056,2015,5,13,Brooklyn,Carroll Gardens,11231,2015/5/13,62,0,
1039,B02765,8492,2015,5,14,Manhattan,Upper East Side South,10075,2015/5/14,62,0,
1040,B02765,9299,2015,5,15,Manhattan,Clinton East,10019,2015/5/15,65,0,
1041,B02765,11885,2015,5,16,Brooklyn,Crown Heights North,11213,2015/5/16,66,0.3,Rain
1042,B02765,9155,2015,5,17,Manhattan,Midtown East,10022,2015/5/17,74,0.02,Rain
1043,B02765,7111,2015,5,18,Manhattan,Upper East Side South,10075,2015/5/18,68,0,
1044,B02765,7532,2015,5,19,Manhattan,Midtown North,10036,2015/5/19,70,T,Rain
1045,B02765,8186,2015,5,20,Manhattan,Midtown South,10036,2015/5/20,61,0,
1046,B02765,8464,2015,5,21,Manhattan,Meatpacking/West Village West,10013,2015/5/21,57,0,
1047,B02765,7961,2015,5,22,Manhattan,Lincoln Square West,10023,2015/5/22,65,0,
1048,B02765,7704,2015,5,23,Manhattan,Upper East Side South,10075,2015/5/23,60,0,
1049,B02765,6849,2015,5,24,Manhattan,Hudson Sq,10013,2015/5/24,69,0,
1050,B02765,5888,2015,5,25,Manhattan,West Village,10014,2015/5/25,75,0,
1051,B02765,6654,2015,5,26,Brooklyn,Williamsburg (South Side),11211,2015/5/26,78,0,
1052,B02765,8010,2015,5,27,Brooklyn,Fort Greene,11205,2015/5/27,78,0.08,Rain
1053,B02765,8858,2015,5,28,Brooklyn,Clinton Hill,11238,2015/5/28,78,0,
1054,B02765,9394,2015,5,29,Brooklyn,Greenpoint,11222,2015/5/29,75,0,
1055,B02765,9903,2015,5,30,Manhattan,West Village,10014,2015/5/30,76,0,
1056,B02765,9487,2015,5,31,Brooklyn,Greenpoint,11222,2015/5/31,72,1.46,Fog-Rain
1057,B02765,8478,2015,6,1,Brooklyn,Park Slope,11215,2015/6/1,55,0.72,Rain
1058,B02765,8532,2015,6,2,Manhattan,Sutton Place/Turtle Bay North,10022,2015/6/2,53,0.37,Rain
1059,B02765,7707,2015,6,3,Manhattan,Murray Hill,10016,2015/6/3,61,0,
1060,B02765,8464,2015,6,4,Manhattan,Greenwich Village South,10014,2015/6/4,60,0,
1061,B02765,9475,2015,6,5,Brooklyn,Williamsburg (South Side),11211,2015/6/5,63,0.13,Rain
1062,B02765,9319,2015,6,6,Manhattan,Battery Park City,10080,2015/6/6,68,0.19,Rain
1063,B02765,8071,2015,6,7,Manhattan,Penn Station/Madison Sq West,10001,2015/6/7,65,0,
1064,B02765,6752,2015,6,8,Manhattan,Little Italy/NoLiTa,10012,2015/6/8,71,0.06,Rain
1065,B02765,7441,2015,6,9,Brooklyn,Flatbush/Ditmas Park,11226,2015/6/9,76,0.01,Rain
1066,B02765,7522,2015,6,10,Brooklyn,Gowanus,11215,2015/6/10,74,0,
1067,B02765,9013,2015,6,11,Brooklyn,Bensonhurst East,11214,2015/6/11,81,0,
1068,B02765,9203,2015,6,12,Manhattan,Washington Heights North,10032,2015/6/12,81,0,
1069,B02765,9076,2015,6,13,Brooklyn,Boerum Hill,11217,2015/6/13,79,0,
1070,B02765,8129,2015,6,14,Manhattan,Upper West Side South,10024,2015/6/14,77,0.36,Rain
1071,B02765,7593,2015,6,15,Manhattan,Lincoln Square West,10023,2015/6/15,74,0.57,Rain
1072,B02765,7939,2015,6,16,Queens,Astoria,11102,2015/6/16,72,0.27,Rain
1073,B02765,8157,2015,6,17,Manhattan,East Chelsea,10011,2015/6/17,74,T,Rain
1074,B02765,8809,2015,6,18,Queens,Long Island City/Queens Plaza,11101,2015/6/18,68,0,
1075,B02765,9055,2015,6,19,Manhattan,SoHo,10013,2015/6/19,78,0,
1076,B02765,9161,2015,6,20,Manhattan,West Chelsea/Hudson Yards,10014,2015/6/20,70,T,Rain
1077,B02765,7944,2015,6,21,Brooklyn,Park Slope,11215,2015/6/21,80,0.64,Rain
1078,B02765,6252,2015,6,22,Manhattan,Financial District North,10005,2015/6/22,79,0,
1079,B02765,7999,2015,6,23,Brooklyn,Green-Wood Cemetery,11215,2015/6/23,83,0.02,
1080,B02765,7609,2015,6,24,Manhattan,Upper West Side South,10024,2015/6/24,76,0,
1081,B02765,8602,2015,6,25,Manhattan,Lenox Hill West,10065,2015/6/25,74,0,
1082,B02765,8616,2015,6,26,Manhattan,Yorkville East,10028,2015/6/26,75,0,
1083,B02765,12226,2015,6,27,Queens,Jackson Heights,11372,2015/6/27,65,1.12,Rain
1084,B02765,8518,2015,6,28,Queens,JFK Airport,11430,2015/6/28,68,0.29,Rain
1085,B02765,6359,2015,6,29,Manhattan,East Village,10009,2015/6/29,70,0,
1086,B02765,6947,2015,6,30,Queens,Jamaica Estates,11423,2015/6/30,75,0,
1087,B02835,345,2015,6,1,Manhattan,Midtown Center,10176,2015/6/1,55,0.72,Rain
1088,B02835,346,2015,6,2,Manhattan,Meatpacking/West Village West,10013,2015/6/2,53,0.37,Rain
1089,B02835,348,2015,6,3,Brooklyn,Fort Greene,11205,2015/6/3,61,0,
1090,B02835,343,2015,6,4,Manhattan,Midtown East,10022,2015/6/4,60,0,
1091,B02835,374,2015,6,5,Manhattan,Greenwich Village North,10014,2015/6/5,63,0.13,Rain
1092,B02835,382,2015,6,6,Manhattan,Times Sq/Theatre District,10036,2015/6/6,68,0.19,Rain
1093,B02835,343,2015,6,7,Brooklyn,Williamsburg (North Side),11249,2015/6/7,65,0,
1094,B02835,301,2015,6,8,Manhattan,Yorkville West,10028,2015/6/8,71,0.06,Rain
1095,B02835,362,2015,6,9,Brooklyn,East New York,11207,2015/6/9,76,0.01,Rain
1096,B02835,398,2015,6,10,Manhattan,Yorkville East,10028,2015/6/10,74,0,
1097,B02835,414,2015,6,11,Manhattan,Battery Park City,10080,2015/6/11,81,0,
1098,B02835,512,2015,6,12,Manhattan,Washington Heights North,10032,2015/6/12,81,0,
1099,B02835,653,2015,6,13,Manhattan,Gramercy,10017,2015/6/13,79,0,
1100,B02835,636,2015,6,14,Brooklyn,Sheepshead Bay,11229,2015/6/14,77,0.36,Rain
1101,B02835,536,2015,6,15,Queens,Kew Gardens Hills,11367,2015/6/15,74,0.57,Rain
1102,B02835,706,2015,6,16,Queens,Hillcrest/Pomonok,11415,2015/6/16,72,0.27,Rain
1103,B02835,858,2015,6,17,Brooklyn,Greenpoint,11222,2015/6/17,74,T,Rain
1104,B02835,955,2015,6,18,Manhattan,Yorkville East,10028,2015/6/18,68,0,
1105,B02835,1130,2015,6,19,Brooklyn,Greenpoint,11222,2015/6/19,78,0,
1106,B02835,1302,2015,6,20,Queens,Steinway,11105,2015/6/20,70,T,Rain
1107,B02835,998,2015,6,21,Queens,Richmond Hill,11418,2015/6/21,80,0.64,Rain
1108,B02835,964,2015,6,22,Queens,Sunnyside,11104,2015/6/22,79,0,
1109,B02835,1146,2015,6,23,Queens,JFK Airport,11430,2015/6/23,83,0.02,
1110,B02835,1373,2015,6,24,Manhattan,West Chelsea/Hudson Yards,10014,2015/6/24,76,0,
1111,B02835,1561,2015,6,25,Brooklyn,Brooklyn Heights,11201,2015/6/25,74,0,
1112,B02835,1843,2015,6,26,Brooklyn,Crown Heights North,11213,2015/6/26,75,0,
1113,B02835,2515,2015,6,27,Bronx,Spuyten Duyvil/Kingsbridge,10463,2015/6/27,65,1.12,Rain
1114,B02835,1764,2015,6,28,Brooklyn,Bushwick South,11221,2015/6/28,68,0.29,Rain
1115,B02835,1406,2015,6,29,Brooklyn,Williamsburg (South Side),11211,2015/6/29,70,0,
1116,B02835,1808,2015,6,30,Queens,Queens Village,11429,2015/6/30,75,0,
1117,B02836,71,2015,6,1,Brooklyn,Prospect-Lefferts Gardens,11225,2015/6/1,55,0.72,Rain
1118,B02836,75,2015,6,2,Manhattan,Clinton East,10019,2015/6/2,53,0.37,Rain
1119,B02836,40,2015,6,3,Manhattan,East Chelsea,10011,2015/6/3,61,0,
1120,B02836,60,2015,6,4,Manhattan,Meatpacking/West Village West,10013,2015/6/4,60,0,
1121,B02836,52,2015,6,5,Queens,Long Island City/Queens Plaza,11101,2015/6/5,63,0.13,Rain
1122,B02836,82,2015,6,6,Queens,Long Island City/Queens Plaza,11101,2015/6/6,68,0.19,Rain
1123,B02836,81,2015,6,7,Manhattan,SoHo,10013,2015/6/7,65,0,
1124,B02836,47,2015,6,8,Manhattan,Upper West Side South,10024,2015/6/8,71,0.06,Rain
1125,B02836,42,2015,6,9,Manhattan,East Harlem North,10029,2015/6/9,76,0.01,Rain
1126,B02836,67,2015,6,10,Brooklyn,Cobble Hill,11201,2015/6/10,74,0,
1127,B02836,71,2015,6,11,Manhattan,Times Sq/Theatre District,10036,2015/6/11,81,0,
1128,B02836,73,2015,6,12,Manhattan,Union Sq,10003,2015/6/12,81,0,
1129,B02836,98,2015,6,13,Queens,Richmond Hill,11418,2015/6/13,79,0,
1130,B02836,82,2015,6,14,Manhattan,SoHo,10013,2015/6/14,77,0.36,Rain
1131,B02836,58,2015,6,15,Manhattan,Times Sq/Theatre District,10036,2015/6/15,74,0.57,Rain
1132,B02836,80,2015,6,16,Brooklyn,Williamsburg (North Side),11249,2015/6/16,72,0.27,Rain
1133,B02836,54,2015,6,17,Manhattan,Midtown North,10036,2015/6/17,74,T,Rain
1134,B02836,40,2015,6,18,Manhattan,Alphabet City,10009,2015/6/18,68,0,
1135,B02836,75,2015,6,19,Brooklyn,Bedford,11216,2015/6/19,78,0,
1136,B02836,80,2015,6,20,Brooklyn,Bay Ridge,11209,2015/6/20,70,T,Rain
1137,B02836,77,2015,6,21,Manhattan,Yorkville West,10028,2015/6/21,80,0.64,Rain
1138,B02836,51,2015,6,22,Manhattan,Little Italy/NoLiTa,10012,2015/6/22,79,0,
1139,B02836,68,2015,6,23,Manhattan,Midtown North,10036,2015/6/23,83,0.02,
1140,B02836,57,2015,6,24,Queens,LaGuardia Airport,11371,2015/6/24,76,0,
1141,B02836,62,2015,6,25,Brooklyn,East Flatbush/Remsen Village,11212,2015/6/25,74,0,
1142,B02836,74,2015,6,26,Manhattan,Lower East Side,10002,2015/6/26,75,0,
1143,B02836,103,2015,6,27,Brooklyn,Ocean Hill,11230,2015/6/27,65,1.12,Rain
1144,B02836,76,2015,6,28,Queens,LaGuardia Airport,11371,2015/6/28,68,0.29,Rain
1145,B02836,48,2015,6,29,Brooklyn,Williamsburg (South Side),11211,2015/6/29,70,0,
1146,B02836,46,2015,6,30,Manhattan,Little Italy/NoLiTa,10012,2015/6/30,75,0,
